PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
1642270,Donovan,Clingan,Donovan Clingan,"Clingan, Donovan",D. Clingan,donovan-clingan,2004-02-23T00:00:00,Connecticut,USA,Connecticut/USA,7-2,280,1,23,Center,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,donovan_clingan,2024,2025,N,Y,Y,2024,1,7,N
1641730,Noah,Clowney,Noah Clowney,"Clowney, Noah",N. Clowney,noah-clowney,2004-07-14T00:00:00,Alabama,USA,Alabama/USA,6-10,210,2,21,Forward-Center,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,noah_clowney,2023,2025,Y,Y,Y,2023,1,21,N
1629599,Amir,Coffey,Amir Coffey,"Coffey, Amir",A. Coffey,amir-coffey,1997-06-17T00:00:00,Minnesota,USA,Minnesota/USA,6-7,210,6,2,Guard-Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,amir_coffey,2019,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1642268,Isaiah,Collier,Isaiah Collier,"Collier, Isaiah",I. Collier,isaiah-collier,2004-10-08T00:00:00,Southern California,USA,Southern California/USA,6-4,210,1,8,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,tmp_isaiah_collier,2024,2025,Y,Y,Y,2024,1,29,N
1628381,John,Collins,John Collins,"Collins, John",J. Collins,john-collins,1997-09-23T00:00:00,Wake Forest,USA,Wake Forest/USA,6-9,226,8,20,Forward-Center,Active,Y,1610612746,Clippers,LAC,clippers,LA,john_collins,2017,2025,N,Y,Y,2017,1,19,N
1628380,Zach,Collins,Zach Collins,"Collins, Zach",Z. Collins,zach-collins,1997-11-19T00:00:00,Gonzaga,USA,Gonzaga/USA,6-9,240,8,12,Forward-Center,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,zach_collins,2017,2025,Y,Y,Y,2017,1,10,N
201144,Mike,Conley,Mike Conley,"Conley, Mike",M. Conley,mike-conley,1987-10-11T00:00:00,Ohio State,USA,Ohio State/USA,6-1,175,18,10,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,mike_conley,2007,2025,N,Y,Y,2007,1,4,N
1626192,Pat,Connaughton,Pat Connaughton,"Connaughton, Pat",P. Connaughton,pat-connaughton,1993-01-06T00:00:00,Notre Dame,USA,Notre Dame/USA,6-5,209,10,21,Guard,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,pat_connaughton,2015,2025,N,Y,Y,2015,2,41,N
1631451,Javonte,Cooke,Javonte Cooke,"Cooke, Javonte",J. Cooke,javonte-cooke,1999-07-11T00:00:00,Winston-Salem,USA,Winston-Salem/USA,6-6,185,0,,Guard,Inactive,Y,0,,,,,javonte_cooke,2025,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630536,Sharife,Cooper,Sharife Cooper,"Cooper, Sharife",S. Cooper,sharife-cooper,2001-06-11T00:00:00,Auburn,USA,Auburn/USA,6-0,176,1,13,Guard,Active,Y,1610612764,Wizards,WAS,wizards,Washington,sharife_cooper,2021,2025,Y,Y,Y,2021,2,48,N
1641731,Bilal,Coulibaly,Bilal Coulibaly,"Coulibaly, Bilal",B. Coulibaly,bilal-coulibaly,2004-07-26T00:00:00,Metropolitans 92,France,Metropolitans 92/France,6-7,195,2,0,Guard,Active,Y,1610612764,Wizards,WAS,wizards,Washington,bilal_coulibaly,2023,2025,N,Y,Y,2023,1,7,N
1642907,Cedric,Coward,Cedric Coward,"Coward, Cedric",C. Coward,cedric-coward,2003-09-11T00:00:00,Washington State,USA,Washington State/USA,6-5,206,0,23,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,cedric_coward,2025,2025,N,Y,Y,2025,1,11,N
1642384,Isaiah,Crawford,Isaiah Crawford,"Crawford, Isaiah",I. Crawford,isaiah-crawford,2001-11-01T00:00:00,Louisiana Tech,USA,Louisiana Tech/USA,6-6,220,1,27,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,isaiah_crawford,2024,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630595,Cade,Cunningham,Cade Cunningham,"Cunningham, Cade",C. Cunningham,cade-cunningham,2001-09-25T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-6,220,4,2,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,cade_cunningham,2021,2025,N,Y,Y,2021,1,1,N
201939,Stephen,Curry,Stephen Curry,"Curry, Stephen",S. Curry,stephen-curry,1988-03-14T00:00:00,Davidson,USA,Davidson/USA,6-2,185,16,30,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,stephen_curry,2009,2025,N,Y,Y,2009,1,7,Y
1642359,Pacôme,Dadiet,Pacôme Dadiet,"Dadiet, Pacôme",P. Dadiet,pacôme-dadiet,2005-07-27T00:00:00,Ratiopharm Ulm,France,Ratiopharm Ulm/France,6-9,210,1,4,Forward,Active,Y,1610612752,Knicks,NYK,knicks,New York,pacome_dadiet,2024,2025,Y,Y,Y,2024,1,25,N
1630700,Dyson,Daniels,Dyson Daniels,"Daniels, Dyson",D. Daniels,dyson-daniels,2003-03-17T00:00:00,NBA G League Ignite,Australia,NBA G League Ignite/Australia,6-7,199,3,5,Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,dyson_daniels,2021,2025,Y,Y,Y,2022,1,8,N
1642368,N'Faly,Dante,N'Faly Dante,"Dante, N'Faly",N. Dante,nfaly-dante,2001-10-19T00:00:00,Oregon,Mali,Oregon/Mali,6-11,230,1,,Center,Inactive,Y,0,,,,,nfaly_dante,2024,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203076,Anthony,Davis,Anthony Davis,"Davis, Anthony",A. Davis,anthony-davis,1993-03-11T00:00:00,Kentucky,USA,Kentucky/USA,6-10,253,13,23,Forward-Center,Active,Y,1610612764,Wizards,WAS,wizards,Washington,anthony_davis,2012,2025,N,Y,Y,2012,1,1,Y
1631120,JD,Davison,JD Davison,"Davison, JD",J. Davison,jd-davison,2002-10-03T00:00:00,Alabama,USA,Alabama/USA,6-1,195,3,4,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,jd_davison,2022,2025,Y,Y,Y,2022,2,53,N
201942,DeMar,DeRozan,DeMar DeRozan,"DeRozan, DeMar",D. DeRozan,demar-derozan,1989-08-07T00:00:00,Southern California,USA,Southern California/USA,6-6,220,16,10,Guard-Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,demar_derozan,2009,2025,N,Y,Y,2009,1,9,N
1642484,RayJ,Dennis,RayJ Dennis,"Dennis, RayJ",R. Dennis,rayj-dennis,2001-03-30T00:00:00,Baylor,USA,Baylor/USA,6-1,180,1,00,Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,rayj_dennis,2024,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1628978,Donte,DiVincenzo,Donte DiVincenzo,"DiVincenzo, Donte",D. DiVincenzo,donte-divincenzo,1997-01-31T00:00:00,Villanova,USA,Villanova/USA,6-4,203,7,0,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,donte_divincenzo,2018,2025,Y,Y,Y,2018,1,17,N
1631217,Moussa,Diabaté,Moussa Diabaté,"Diabaté, Moussa",M. Diabaté,moussa-diabaté,2002-01-21T00:00:00,Michigan,France,Michigan/France,6-10,210,3,14,Forward,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,moussa_diabate,2022,2025,Y,Y,Y,2022,2,43,N
1642885,Mohamed,Diawara,Mohamed Diawara,"Diawara, Mohamed",M. Diawara,mohamed-diawara,2005-04-29T00:00:00,,France,Paris Basketball/France,6-9,225,0,51,Forward,Active,Y,1610612752,Knicks,NYK,knicks,New York,mohamed_diawara,2025,2025,Y,Y,Y,2025,2,51,N
1641711,Gradey,Dick,Gradey Dick,"Dick, Gradey",G. Dick,gradey-dick,2003-11-20T00:00:00,Kansas,USA,Kansas/USA,6-7,200,2,1,Guard-Forward,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,gradey_dick,2023,2025,Y,Y,Y,2023,1,13,N
1630621,Hunter,Dickinson,Hunter Dickinson,"Dickinson, Hunter",H. Dickinson,hunter-dickinson,2000-11-25T00:00:00,Kansas,USA,Kansas/USA,7-1,255,0,4,Center,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,hunter_dickinson,2025,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1631172,Ousmane,Dieng,Ousmane Dieng,"Dieng, Ousmane",O. Dieng,ousmane-dieng,2003-05-21T00:00:00,New Zealand Breakers,France,New Zealand Breakers/France,6-9,185,3,21,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,ousmane_dieng,2022,2025,Y,Y,Y,2022,1,11,N
1642265,Rob,Dillingham,Rob Dillingham,"Dillingham, Rob",R. Dillingham,rob-dillingham,2005-01-04T00:00:00,Kentucky,USA,Kentucky/USA,6-2,175,1,7,Guard,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,rob_dillingham,2024,2025,Y,Y,Y,2024,1,8,N
1629029,Luka,Dončić,Luka Dončić,"Dončić, Luka",L. Dončić,luka-dončić,1999-02-28T00:00:00,Real Madrid,Slovenia,Real Madrid/Slovenia,6-8,230,7,77,Forward-Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,luka_don,2018,2025,N,Y,Y,2018,1,3,N
1629652,Luguentz,Dort,Luguentz Dort,"Dort, Luguentz",L. Dort,luguentz-dort,1999-04-19T00:00:00,Arizona State,Canada,Arizona State/Canada,6-4,220,6,5,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,luguentz_dort,2019,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630245,Ayo,Dosunmu,Ayo Dosunmu,"Dosunmu, Ayo",A. Dosunmu,ayo-dosunmu,2000-01-17T00:00:00,Illinois,USA,Illinois/USA,6-4,201,4,13,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,ayo_dosunmu,2021,2025,N,Y,Y,2021,2,38,N
203083,Andre,Drummond,Andre Drummond,"Drummond, Andre",A. Drummond,andre-drummond,1993-08-10T00:00:00,Connecticut,USA,Connecticut/USA,6-11,279,13,1,Center,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,andre_drummond,2012,2025,N,Y,Y,2012,1,9,N
1627739,Kris,Dunn,Kris Dunn,"Dunn, Kris",K. Dunn,kris-dunn,1994-03-18T00:00:00,Providence,USA,Providence/USA,6-3,205,9,8,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,kris_dunn,2016,2025,Y,Y,Y,2016,1,5,N
1642346,Ryan,Dunn,Ryan Dunn,"Dunn, Ryan",R. Dunn,ryan-dunn,2003-01-07T00:00:00,Virginia,USA,Virginia/USA,6-7,216,1,0,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,ryan_dunn,2024,2025,N,Y,Y,2024,1,28,N
201142,Kevin,Durant,Kevin Durant,"Durant, Kevin",K. Durant,kevin-durant,1988-09-29T00:00:00,Texas,USA,Texas/USA,6-11,240,18,7,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,kevin_durant,2007,2025,N,Y,Y,2007,1,2,Y
1631105,Jalen,Duren,Jalen Duren,"Duren, Jalen",J. Duren,jalen-duren,2003-11-18T00:00:00,Memphis,USA,Memphis/USA,6-10,250,3,0,Center,Active,Y,1610612765,Pistons,DET,pistons,Detroit,jalen_duren,2022,2025,N,Y,Y,2022,1,13,N
1642856,Egor,Dëmin,Egor Dëmin,"Dëmin, Egor",E. Dëmin,egor-dëmin,2006-03-03T00:00:00,Brigham Young,Russia,Brigham Young/Russia,6-8,200,0,8,Guard,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,tmp_egor_demin,2025,2025,N,Y,Y,2025,1,8,N
1631106,Tari,Eason,Tari Eason,"Eason, Tari",T. Eason,tari-eason,2001-05-10T00:00:00,Louisiana State,USA,Louisiana State/USA,6-8,215,3,17,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,tari_eason,2022,2025,N,Y,Y,2022,1,17,N
1641744,Zach,Edey,Zach Edey,"Edey, Zach",Z. Edey,zach-edey,2002-05-14T00:00:00,Purdue,Canada,Purdue/Canada,7-3,305,1,14,Center,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,zach_edey,2024,2025,N,Y,Y,2024,1,9,N
1642845,VJ,Edgecombe,VJ Edgecombe,"Edgecombe, VJ",V. Edgecombe,vj-edgecombe,2005-07-30T00:00:00,Baylor,USA,Baylor/USA,6-4,190,0,77,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,valdez_edgecombe,2025,2025,N,Y,Y,2025,1,3,N
1630162,Anthony,Edwards,Anthony Edwards,"Edwards, Anthony",A. Edwards,anthony-edwards,2001-08-05T00:00:00,Georgia,USA,Georgia/USA,6-4,225,5,5,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,anthony_edwards,2020,2025,N,Y,Y,2020,1,1,N
1642348,Justin,Edwards,Justin Edwards,"Edwards, Justin",J. Edwards,justin-edwards,2003-12-16T00:00:00,Kentucky,USA,Kentucky/USA,6-7,217,1,11,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,tmp_justin_edwards,2024,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1631165,Keon,Ellis,Keon Ellis,"Ellis, Keon",K. Ellis,keon-ellis,2000-01-08T00:00:00,Alabama,USA,Alabama/USA,6-4,175,3,14,Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,keon_ellis,2022,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203954,Joel,Embiid,Joel Embiid,"Embiid, Joel",J. Embiid,joel-embiid,1994-03-16T00:00:00,Kansas,Cameroon,Kansas/Cameroon,7-0,270,9,21,Center-Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,joel_embiid,2014,2025,N,Y,Y,2014,1,3,N
1642855,Noa,Essengue,Noa Essengue,"Essengue, Noa",N. Essengue,noa-essengue,2006-12-18T00:00:00,,France,Ratiopharm Ulm/France,6-8,194,0,24,Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,tmp_noa_essengue,2025,2025,Y,Y,Y,2025,1,12,N
1630623,Tyson,Etienne,Tyson Etienne,"Etienne, Tyson",T. Etienne,tyson-etienne,1999-09-17T00:00:00,Wichita State,USA,Wichita State/USA,6-0,200,1,10,Guard,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,tyson_etienne,2024,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1629234,Drew,Eubanks,Drew Eubanks,"Eubanks, Drew",D. Eubanks,drew-eubanks,1997-02-01T00:00:00,Oregon State,USA,Oregon State/USA,6-10,245,7,19,Forward-Center,Active,Y,1610612758,Kings,SAC,kings,Sacramento,drew_eubanks,2018,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1641787,Tosan,Evbuomwan,Tosan Evbuomwan,"Evbuomwan, Tosan",T. Evbuomwan,tosan-evbuomwan,2001-02-16T00:00:00,Princeton,United Kingdom,Princeton/United Kingdom,6-8,217,2,20,Forward,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,tosan_evbuomwan,2023,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203957,Dante,Exum,Dante Exum,"Exum, Dante",D. Exum,dante-exum,1995-07-13T00:00:00,Australian Institute of Sport,Australia,Australian Institute of Sport/Australia,6-5,214,10,0,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,dante_exum,2014,2024,N,Y,Y,2014,1,5,N
1642847,Jeremiah,Fears,Jeremiah Fears,"Fears, Jeremiah",J. Fears,jeremiah-fears,2006-10-14T00:00:00,Oklahoma,USA,Oklahoma/USA,6-3,190,0,0,Guard,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,jeremiah_fears,2025,2025,N,Y,Y,2025,1,7,N
1642271,Kyle,Filipowski,Kyle Filipowski,"Filipowski, Kyle",K. Filipowski,kyle-filipowski,2003-11-07T00:00:00,Duke,USA,Duke/USA,6-11,250,1,22,Center,Active,Y,1610612762,Jazz,UTA,jazz,Utah,kyle_filipowski,2024,2025,Y,Y,Y,2024,2,32,N
1627827,Dorian,Finney-Smith,Dorian Finney-Smith,"Finney-Smith, Dorian",D. Finney-Smith,dorian-finney-smith,1993-05-04T00:00:00,Florida,USA,Florida/USA,6-7,220,9,2,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,dorian_finney-smith,2016,2025,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1642843,Cooper,Flagg,Cooper Flagg,"Flagg, Cooper",C. Flagg,cooper-flagg,2006-12-21T00:00:00,Duke,USA,Duke/USA,6-9,205,0,32,Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,tmp_cooper_flagg,2025,2025,N,Y,Y,2025,1,1,N
1642853,Rasheer,Fleming,Rasheer Fleming,"Fleming, Rasheer",R. Fleming,rasheer-fleming,2004-07-10T00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,6-9,240,0,20,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,rasheer_fleming,2025,2025,Y,Y,Y,2025,2,31,N
1642280,Trentyn,Flowers,Trentyn Flowers,"Flowers, Trentyn",T. Flowers,trentyn-flowers,2005-03-08T00:00:00,Adelaide,USA,,6-9,185,1,,Forward,Inactive,Y,0,,,,,trentyn_flowers,2024,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1631323,Simone,Fontecchio,Simone Fontecchio,"Fontecchio, Simone",S. Fontecchio,simone-fontecchio,1995-12-09T00:00:00,Baskonia,Italy,Baskonia/Italy,6-7,209,3,0,Forward,Active,Y,1610612748,Heat,MIA,heat,Miami,simone_fontecchio,2022,2025,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1628368,De'Aaron,Fox,De'Aaron Fox,"Fox, De'Aaron",D. Fox,deaaron-fox,1997-12-20T00:00:00,Kentucky,USA,Kentucky/USA,6-3,185,8,4,Guard,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,de'aaron_fox,2017,2025,N,Y,Y,2017,1,5,N
1642402,Enrique,Freeman,Enrique Freeman,"Freeman, Enrique",E. Freeman,enrique-freeman,2000-07-29T00:00:00,Akron,USA,Akron/USA,6-9,220,1,25,Forward,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,enrique_freeman,2024,2025,Y,Y,Y,2024,2,50,N
1642277,Johnny,Furphy,Johnny Furphy,"Furphy, Johnny",J. Furphy,johnny-furphy,2004-12-08T00:00:00,Kansas,Australia,Kansas/Australia,6-8,200,1,12,Guard,Active,Y,1610612754,Pacers,IND,pacers,Indiana,johnny_furphy,2024,2025,Y,Y,Y,2024,2,35,N
1629655,Daniel,Gafford,Daniel Gafford,"Gafford, Daniel",D. Gafford,daniel-gafford,1998-10-01T00:00:00,Arkansas,USA,Arkansas/USA,6-10,265,6,21,Forward-Center,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,daniel_gafford,2019,2025,Y,Y,Y,2019,2,38,N
1642066,Myron,Gardner,Myron Gardner,"Gardner, Myron",M. Gardner,myron-gardner,2001-05-21T00:00:00,Arkansas-Little Rock,USA,Arkansas-Little Rock/USA,6-5,220,0,15,Forward,Active,Y,1610612748,Heat,MIA,heat,Miami,myron_gardner,2025,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1629636,Darius,Garland,Darius Garland,"Garland, Darius",D. Garland,darius-garland,2000-01-26T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-1,192,6,10,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,darius_garland,2019,2025,N,Y,Y,2019,1,5,N
1630568,Luka,Garza,Luka Garza,"Garza, Luka",L. Garza,luka-garza,1998-12-27T00:00:00,Iowa,USA,Iowa/USA,6-10,243,4,52,Center,Active,Y,1610612738,Celtics,BOS,celtics,Boston,luka_garza,2021,2025,Y,Y,Y,2021,2,52,N
1641718,Keyonte,George,Keyonte George,"George, Keyonte",K. George,keyonte-george,2003-11-08T00:00:00,Baylor,USA,Baylor/USA,6-4,185,2,3,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,keyonte_george,2023,2025,N,Y,Y,2023,1,16,N
1642273,Kyshawn,George,Kyshawn George,"George, Kyshawn",K. George,kyshawn-george,2003-12-12T00:00:00,Miami,Switzerland,Miami/Switzerland,6-8,200,1,18,Forward,Active,Y,1610612764,Wizards,WAS,wizards,Washington,kyshawn_george,2024,2025,N,Y,Y,2024,1,24,N
202331,Paul,George,Paul George,"George, Paul",P. George,paul-george,1990-05-02T00:00:00,Fresno State,USA,Fresno State/USA,6-8,230,15,8,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,paul_george,2010,2025,N,Y,Y,2010,1,10,N
1630581,Josh,Giddey,Josh Giddey,"Giddey, Josh",J. Giddey,josh-giddey,2002-10-10T00:00:00,NBA Global Academy,Australia,NBA Global Academy/Australia,6-7,214,4,3,Guard,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,josh_giddey,2021,2025,N,Y,Y,2021,1,6,N
1628983,Shai,Gilgeous-Alexander,Shai Gilgeous-Alexander,"Gilgeous-Alexander, Shai",S. Gilgeous-Alexander,shai-gilgeous-alexander,1998-07-12T00:00:00,Kentucky,Canada,Kentucky/Canada,6-6,195,7,2,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,shai_gilgeous-alexander,2018,2025,N,Y,Y,2018,1,11,N
1630264,Anthony,Gill,Anthony Gill,"Gill, Anthony",A. Gill,anthony-gill,1992-10-17T00:00:00,Virginia,USA,Virginia/USA,6-7,230,5,16,Forward,Active,Y,1610612764,Wizards,WAS,wizards,Washington,anthony_gill,2020,2025,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1631221,Collin,Gillespie,Collin Gillespie,"Gillespie, Collin",C. Gillespie,collin-gillespie,1999-06-25T00:00:00,Villanova,USA,Villanova/USA,6-1,195,2,12,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,collin_gillespie,2022,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203497,Rudy,Gobert,Rudy Gobert,"Gobert, Rudy",R. Gobert,rudy-gobert,1992-06-26T00:00:00,Cholet,France,Cholet/France,7-1,258,12,27,Center,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,rudy_gobert,2013,2025,Y,Y,Y,2013,1,27,N
1642884,Vladislav,Goldin,Vladislav Goldin,"Goldin, Vladislav",V. Goldin,vladislav-goldin,2001-05-12T00:00:00,Michigan,Russia,Michigan/Russia,7-0,250,0,50,Center,Active,Y,1610612748,Heat,MIA,heat,Miami,vladislav_goldin,2025,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1642864,Hugo,González,Hugo González,"González, Hugo",H. González,hugo-gonzález,2006-02-05T00:00:00,Real Madrid,Spain,Real Madrid/Spain,6-6,200,0,28,Guard,Active,Y,1610612738,Celtics,BOS,celtics,Boston,hugo_gonzález,2025,2025,N,Y,Y,2025,1,28,N
1630692,Jordan,Goodwin,Jordan Goodwin,"Goodwin, Jordan",J. Goodwin,jordan-goodwin,1998-10-23T00:00:00,St. Louis,USA,St. Louis/USA,6-3,215,4,23,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,jordan_goodwin,2021,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203932,Aaron,Gordon,Aaron Gordon,"Gordon, Aaron",A. Gordon,aaron-gordon,1995-09-16T00:00:00,Arizona,USA,Arizona/USA,6-8,235,11,32,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,aaron_gordon,2014,2025,N,Y,Y,2014,1,4,N
201569,Eric,Gordon,Eric Gordon,"Gordon, Eric",E. Gordon,eric-gordon,1988-12-25T00:00:00,Indiana,USA,Indiana/USA,6-3,215,17,,Guard,Inactive,Y,0,,,,,eric_gordon,2008,2025,N,Y,Y,2008,1,7,N
203924,Jerami,Grant,Jerami Grant,"Grant, Jerami",J. Grant,jerami-grant,1994-03-12T00:00:00,Syracuse,USA,Syracuse/USA,6-7,213,11,9,Forward,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,jerami_grant,2014,2025,N,Y,Y,2014,2,39,N
1631260,AJ,Green,AJ Green,"Green, AJ",A. Green,aj-green,1999-09-27T00:00:00,Northern Iowa,USA,Northern Iowa/USA,6-4,190,3,20,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,aj_green,2022,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203110,Draymond,Green,Draymond Green,"Green, Draymond",D. Green,draymond-green,1990-03-04T00:00:00,Michigan State,USA,Michigan State/USA,6-6,230,13,23,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,draymond_green,2012,2025,N,Y,Y,2012,2,35,N
1630224,Jalen,Green,Jalen Green,"Green, Jalen",J. Green,jalen-green,2002-02-09T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-4,186,4,4,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,jalen_green,2021,2025,Y,Y,Y,2021,1,2,N
1629750,Javonte,Green,Javonte Green,"Green, Javonte",J. Green,javonte-green,1993-07-23T00:00:00,Radford,USA,Radford/USA,6-5,205,6,31,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,javonte_green,2019,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
201145,Jeff,Green,Jeff Green,"Green, Jeff",J. Green,jeff-green,1986-08-28T00:00:00,Georgetown,USA,Georgetown/USA,6-8,235,18,32,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,jeff_green,2007,2025,N,Y,Y,2007,1,5,N
1630182,Josh,Green,Josh Green,"Green, Josh",J. Green,josh-green,2000-11-16T00:00:00,Arizona,Australia,Arizona/Australia,6-6,200,5,10,Guard,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,josh_green,2020,2025,Y,Y,Y,2020,1,18,N
1629656,Quentin,Grimes,Quentin Grimes,"Grimes, Quentin",Q. Grimes,quentin-grimes,2000-05-08T00:00:00,Houston,USA,Houston/USA,6-5,207,4,5,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,quentin_grimes,2021,2025,N,Y,Y,2021,1,25,N
1631243,Mouhamed,Gueye,Mouhamed Gueye,"Gueye, Mouhamed",M. Gueye,mouhamed-gueye,2002-11-09T00:00:00,Washington State,Senegal,Washington State/Senegal,6-11,210,2,18,Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,mouhamed_gueye,2023,2025,Y,Y,Y,2023,2,39,N
1629060,Rui,Hachimura,Rui Hachimura,"Hachimura, Rui",R. Hachimura,rui-hachimura,1998-02-08T00:00:00,Gonzaga,Japan,Gonzaga/Japan,6-8,230,6,28,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,rui_hachimura,2019,2025,N,Y,Y,2019,1,9,N
